id,image_url,query,answers
train_134,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_134.jpg,In which country is the consumer information centre located?,"['Atlanta, Georgia 30301', 'Georgia']"
train_135,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_135.jpg,Which acid do the coca-cola company use to provide a pleasant tartness?,['phosphoric acid']
train_136,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_136.jpg,what has been playing a significant role in soft drink industry?,"['High Fructose corn sweeteners', 'high fructose corn sweeteners']"
train_137,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_137.jpg,what is the percentage reduction in calories in the fructose sweetened soft drinks?,['10-12%']
train_138,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_138.jpg,What is the average calories decreased over the past decade in the United States?,['11%']
train_139,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_139.jpg,In which year diet coke was introduced in United States?,['1982']
train_140,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_140.jpg,what is the name of the food institute?,"['American Frozen food Institute', 'THE AMERICAN FROZEN FOOD INSTITUTE', 'AFFI']"
train_141,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_141.jpg,How many members are included in the frozen food institute?,"['more than 400', 'more than 400 members']"
train_142,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_142.jpg,AFFI stands for ?,"['American Frozen Food Institute', 'American frozen food institute']"
train_143,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_143.jpg,This statement or comments is submitted on behalf of?,"['The American Frozen food institute', 'The American Frozen food institute (""AFFI"")', 'AFFI']"
train_144,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_144.jpg,where does the high fructose corn will come from ?,"['major corn refiners in the midwest', 'from major corn refiners in the Midwest', 'major corn refiners in the midwest.']"
train_145,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_145.jpg,for foreseeable future what will be our only nutritive sweetener?,"['Fructose', 'fructose']"
train_146,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_146.jpg,What stops companies like coke and pepsi from using fructose widely?,"['Franchise bottler system', 'franchise bottler system']"
train_147,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_147.jpg,this letter was written to whom?,"['Michael Jacobson', 'Michael jacobson']"
train_148,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_148.jpg,On  which date was  this letter was written,"['17 March 1975', '17 march 1975']"
train_149,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_149.jpg,who is the editor who signed this letter?,['Bill Wolf']
train_150,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_150.jpg,For what price is the film kit plus teacher's guide available?,['is available for $3.50.']
train_151,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_151.jpg,The story is designed to interest whom?,['middle elementary school level children and older']
train_152,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_152.jpg,Heading of the document?,['The start of a fine home library']
train_153,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_153.jpg,What is the price of the token?,"['$1 each', '$1']"
train_154,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_154.jpg,How many pages does the volume contain?,"['1300-page', '1300']"
train_155,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_155.jpg,How many stories are present in The works of Kipling?,['139 stories']
train_156,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_156.jpg,What is the name of the company?,"['The Coca-Cola company', 'The Coca-Cola Company']"
train_157,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_157.jpg,What are critical for well-being of people today?,"['Nutritious food, balanced diets']"
train_158,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_158.jpg,Where was the meeting held?,['Atlanta']
train_159,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_159.jpg,When will the announcement be held?,['Tuesday']
train_160,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_160.jpg,What is the DOCKET NO?,['8839']
train_161,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_161.jpg,When was this document issued?,"['October 5, 1973']"
train_162,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_162.jpg,"who is the chairman of the council on children, media and merchandising?",['Robert Choate']
train_163,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_163.jpg,What is the name of the office mentioned in the letter?,['Freedom of information office']
train_164,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_164.jpg,who has signed the letter?,['Bonnie Liebman']
train_165,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_165.jpg,what is the heading of the document?,"['Nutrition action', 'Nutrition Action']"
train_166,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_166.jpg,By whom  a great deal of advertising is produced locally?,"['bottlers,', 'bottlers']"
train_167,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_167.jpg,who began voluntarily listing Yello #5 on its labels well before the FDA required,"['Pepsi-Cola Company', 'pepsi-cola company']"
train_168,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_168.jpg,artificial colour only fulfils whose labelling requirements,['federal labeling requirements']
train_169,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_169.jpg,what was removed from the diets of hyperactive children as part of the study?,['food coloring']
train_170,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_170.jpg,What is the specialization  of international litigation services?,['international cases and foreign language document processing']
train_171,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_171.jpg,when is this executed on,['27th day of August 2013']
train_172,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_172.jpg,who is the managing director of international litigation services,['Joseph Thorpe']
train_173,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_173.jpg,who conducted pivotal studies,['Takeda']
train_174,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_174.jpg,"What findings are not duplicated in mouse, monkey, or dog?","['Rat Findings', 'Rat']"
train_175,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_175.jpg,quantity of the product code 15102,['1']
train_176,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_176.jpg,what are the greatest sources of caffeine?,"['coffee, tea and chocolate.', 'coffee, tea and chocolate']"
train_177,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_177.jpg,"In which year did American Council on Science and Health , published ""the health effects of caffeine""?",['1983']
train_178,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_178.jpg,What add little to the average total intake of caffeine?,['soft drinks']
train_179,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_179.jpg,what produces a number of caffeine free soft drink for those who prefer no caffeine in their diets?,"['Pepsi-Cola', 'pepsi-cola']"
train_180,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_180.jpg,whose signature at the bottom of page ?,"['Alexander Grant', 'alexander grant']"
train_181,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_181.jpg,what is the date mentioned at the top of the page?,"['November 14, 1986']"
train_182,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_182.jpg,who is the consumer correspondent?,"['Anita Pancotto', 'anita pancotto']"
train_183,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_183.jpg,Who is this letter sent to?,"['Mr. Alm', 'Mr. John R. Alm']"
train_184,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_184.jpg,what is the designation of Mr.john r alm?,"['President and Chief Operating Officer', 'president and chief operating officer']"
train_185,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_185.jpg,what is the president's healthierUS goal ?,"['helping americans live longer, better and healthier lives.']"
train_186,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_186.jpg,what is the reason to applaud Alm?,['personal commitment to helping the children of los angeles build bright futures through camp paintrock']
train_187,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_187.jpg,what happens if i sip on my coke while i sing my song according to letter?,['it cools my throat']
train_188,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_188.jpg,What is the letter dated?,"['November 1, 1972', 'November 1 ,  1972']"
train_189,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_189.jpg,What is the designation of the sender in this letter?,"['public relations assistant', 'Public Relations Assistant']"
train_190,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_190.jpg,Who is this letter addressed to?,"['Ms. Catherine Lerza', 'Ms. Lerza']"
train_191,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_191.jpg,what was the company's first protein containing beverage?,"['Saci', 'saci']"
train_192,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_192.jpg,what is the page number mentioned in this letter?,['-3-']
train_193,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_193.jpg,who is the senior vice president ?,['Alan L. Hoffman']
train_194,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_194.jpg,What kind of study is mentioned in this letter?,"['Study on soft drinks', 'the study on soft drinks.']"
train_195,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_195.jpg,what is the date mentioned in the letter?,"['April 15,2014', 'April 15, 2014']"
train_196,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_196.jpg,who is the executive director?,"['Mr. Michael jacobson', 'mr. Michael jacobson']"
train_197,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_197.jpg,where is Alan L.hoffan working ?,['global public policy and government affairs']
train_198,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_198.jpg,What is the date mentioned on the top of the letter ?,"['July 29, 1972']"
train_199,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_199.jpg,In how many countries global company is operating ?,['more than 220']
train_200,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_200.jpg,What is the date of this letter?,"['July 29, 1972', 'July 29,  1972']"
train_201,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_201.jpg,who is the president and chief operating officer?,"['John R. Alm', 'John R Alm']"
train_202,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_202.jpg,what is the 2nd point inthe letter ?,['Reaffirm our decades-old strict policy and guidelines regarding the marketing and advertising of our brands to children.']
train_203,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_203.jpg,What sort of document series does it covers ?,"['Soft Drink Ingredient Series', 'Ingredient Series']"
